Accident_Index,Vehicle_Reference,Vehicle_Type,Age_of_Vehicle,Engine_Capacity,Age_of_Driver,Sex_of_Driver
A042938,1,19,2011,1000,22,2
A042939,1,7,2013,2500,66,1
A042940,1,8,2004,1000,64,1
A042941,1,7,2016,1400,22,2
A042942,1,12,2014,1600,45,1
A042943,1,9,2014,1600,78,1
A042944,1,17,2012,1000,25,2
A042945,1,16,2005,2000,66,1
A042946,1,14,2015,2500,41,1
A042947,1,13,2010,1600,29,1
A042948,1,16,2013,2500,43,2
A042949,1,17,2018,2500,70,1
A042950,1,13,2012,1000,78,2
A042951,1,2,2021,2000,23,2
A042952,1,7,2008,1600,80,2
A042953,1,10,2008,1000,46,1
A042954,1,4,2014,1600,28,2
A042955,1,8,2008,1000,35,1
A042956,1,15,2020,1000,27,1
A042957,1,18,2021,1600,68,2
A042958,1,7,2012,2500,25,1
A042959,1,17,2006,1400,47,2
A042960,1,7,2008,1600,71,1
A042961,1,10,2011,2500,54,2
A042962,1,12,2016,1000,77,1
A042963,1,20,2018,2500,44,1
A042964,1,9,2007,1600,60,2
A042965,1,18,2023,2000,60,2
A042966,1,16,2012,1600,22,1
A042967,1,11,2018,2000,61,1
A042968,1,5,2004,1600,19,2
A042969,1,14,2007,1000,49,2
A042970,1,14,2015,1600,51,2
A042971,1,1,2007,1400,46,2
A042972,1,8,2010,2000,75,2
A042973,1,13,2006,2000,45,1
A042974,1,7,2017,2500,58,2
A042975,1,2,2007,2000,65,1
A042976,1,11,2008,1000,47,2
A042977,1,6,2021,2500,33,2
A042978,1,18,2010,2500,62,2
A042979,1,5,2019,1400,47,1
A042980,1,3,2022,1400,20,1
A042981,1,3,2011,1600,80,1
A042982,1,15,2005,2500,36,2
A042983,1,9,2007,2500,23,2
A042984,1,18,2006,1400,49,2
A042985,1,15,2008,1600,43,1
A042986,1,18,2022,1600,31,2
A042987,1,13,2016,1000,74,1
A042988,1,13,2007,1600,79,1
A042989,1,4,2005,1400,53,1
A042990,1,20,2022,2500,48,1
A042991,1,1,2022,2500,35,2
A042992,1,6,2006,2500,76,1
A042993,1,15,2021,1000,46,1
A042994,1,4,2004,2000,68,2
A042995,1,2,2012,1400,44,2
A042996,1,8,2009,1600,59,1
A042997,1,4,2016,1600,18,1
A042998,1,10,2010,2500,66,1
A042999,1,18,2007,1600,18,1
A043000,1,16,2006,1400,80,2
A043001,1,20,2010,1000,31,1
A043002,1,10,2023,1000,21,1
A043003,1,8,2022,1000,73,2
A043004,1,3,2009,2000,62,1
A043005,1,15,2011,2500,41,1
A043006,1,20,2022,2500,41,2
A043007,1,11,2008,1000,59,2
A043008,1,7,2014,2500,37,1
A043009,1,12,2022,1600,43,1
A043010,1,1,2011,2000,74,2
A043011,1,15,2018,1600,34,2
A043012,1,17,2019,2000,57,2
A043013,1,6,2014,1600,43,2
A043014,1,12,2018,1600,35,1
A043015,1,16,2005,1400,71,1
A043016,1,5,2018,2000,50,1
A043017,1,8,2020,2500,22,2
A043018,1,8,2013,1400,18,2
A043019,1,8,2010,1400,51,1
A043020,1,16,2015,2500,27,1
A043021,1,14,2012,2000,75,1
A043022,1,2,2022,1000,66,2
A043023,1,17,2022,1400,43,1
A043024,1,2,2009,1600,47,2
A043025,1,6,2007,1000,48,1
A043026,1,3,2022,1600,60,2
A043027,1,8,2021,2500,46,2
A043028,1,6,2012,1000,63,2
A043029,1,8,2010,2000,67,2
A043030,1,3,2016,2500,55,2
A043031,1,4,2011,2000,64,1
A043032,1,15,2018,2000,80,2
A043033,1,14,2023,2500,69,2
A043034,1,11,2021,2500,61,2
A043035,1,1,2013,2500,18,2
A043036,1,11,2016,1600,23,1
A043037,1,19,2012,1600,55,1
A043038,1,16,2005,1000,44,1
A043039,1,13,2022,1400,42,2
A043040,1,10,2005,2000,67,2
A043041,1,9,2018,1400,21,2
A043042,1,5,2007,2000,22,1
A043043,1,15,2021,1400,46,2
A043044,1,14,2006,1000,49,1
A043045,1,9,2006,2000,58,1
A043046,1,7,2006,1400,54,2
A043047,1,7,2013,2000,79,2
A043048,1,2,2018,2000,39,2
A043049,1,5,2009,1400,44,1
A043050,1,10,2004,1600,55,2
A043051,1,8,2009,1000,25,2
A043052,1,4,2011,2500,50,1
A043053,1,4,2019,1400,31,1
A043054,1,8,2020,2000,62,1
A043055,1,10,2018,1600,35,1
A043056,1,7,2017,1400,80,1
A043057,1,9,2008,1400,29,1
A043058,1,15,2010,2500,39,2
A043059,1,2,2022,1000,47,2
A043060,1,17,2020,2500,33,2
A043061,1,4,2023,1000,18,2
A043062,1,18,2023,1400,44,1
A043063,1,9,2011,1000,62,1
A043064,1,12,2010,2000,70,1
A043065,1,8,2010,2000,20,1
A043066,1,10,2007,2000,53,2
A043067,1,13,2020,2000,53,2
A043068,1,6,2014,2500,42,2
A043069,1,5,2019,2500,48,2
A043070,1,14,2022,1400,27,1
A043071,1,16,2023,1600,40,2
A043072,1,16,2022,2000,48,2
A043073,1,6,2013,2000,28,1
A043074,1,9,2010,1400,48,1
A043075,1,20,2017,2500,58,1
A043076,1,5,2021,2500,39,2
A043077,1,3,2017,1000,21,1
A043078,1,18,2015,2000,62,2
A043079,1,18,2012,1400,25,1
A043080,1,15,2019,2500,74,1
A043081,1,15,2022,1600,58,1
A043082,1,11,2018,1000,71,2
A043083,1,13,2013,1600,42,2
A043084,1,8,2022,1000,70,2
A043085,1,3,2019,2000,74,1
A043086,1,6,2022,2500,45,2
A043087,1,12,2007,1600,39,1
A043088,1,5,2014,2000,61,1
A043089,1,17,2012,2500,69,1
A043090,1,20,2019,2000,74,2
A043091,1,17,2009,2500,35,2
A043092,1,15,2015,1600,31,1
A043093,1,2,2005,2500,41,1
A043094,1,3,2008,1000,23,1
A043095,1,14,2007,1000,73,2
A043096,1,6,2005,2500,76,1
A043097,1,9,2021,1600,24,1
A043098,1,18,2014,1000,18,2
A043099,1,13,2007,1000,40,2
A043100,1,5,2007,1400,32,2
A043101,1,4,2012,1600,20,1
A043102,1,18,2023,1400,37,2
A043103,1,3,2010,1600,20,1
A043104,1,1,2014,1600,32,1
A043105,1,6,2022,1000,20,1
A043106,1,8,2008,2000,19,1
A043107,1,18,2006,2000,67,1
A043108,1,13,2018,1000,48,2
A043109,1,12,2017,1600,70,2
A043110,1,7,2021,2000,63,2
A043111,1,17,2019,2000,47,2
A043112,1,17,2023,1600,68,1
A043113,1,16,2023,1600,31,1
A043114,1,7,2004,1400,18,2
A043115,1,2,2020,2000,55,1
A043116,1,13,2016,1000,26,1
A043117,1,10,2021,2500,69,1
A043118,1,4,2007,1000,69,2
A043119,1,19,2017,2000,70,1
A043120,1,8,2012,1000,41,1
A043121,1,16,2023,1000,45,1
A043122,1,12,2018,1000,18,2
A043123,1,12,2020,2500,66,2
A043124,1,14,2013,2500,50,2
A043125,1,15,2014,2000,51,2
A043126,1,17,2010,2000,28,2
A043127,1,13,2011,1000,23,2
A043128,1,6,2016,1000,27,1
A043129,1,12,2019,2500,61,2
A043130,1,18,2013,1600,29,2
A043131,1,13,2015,2000,45,2
A043132,1,13,2006,1000,25,1
A043133,1,18,2005,1400,64,1
A043134,1,5,2010,1400,62,2
A043135,1,2,2023,1400,42,1
A043136,1,1,2007,1400,71,1
A043137,1,7,2018,1600,54,2
A043138,1,19,2012,2000,77,2
A043139,1,14,2013,1400,21,2
A043140,1,4,2015,1000,60,1
A043141,1,16,2005,2000,54,2
A043142,1,12,2021,2000,51,2
A043143,1,11,2022,2500,51,1
A043144,1,8,2011,1400,70,1
A043145,1,5,2017,1600,32,2
A043146,1,13,2019,2500,77,2
A043147,1,18,2013,1600,63,2
A043148,1,1,2005,1600,57,1
A043149,1,19,2014,1600,41,2
A043150,1,19,2017,1400,21,2
A043151,1,6,2012,1400,52,1
A043152,1,5,2013,1400,54,2
A043153,1,10,2007,1000,43,1
A043154,1,16,2006,2000,46,1
A043155,1,7,2014,1600,46,2
A043156,1,9,2019,2500,69,2
A043157,1,6,2016,1600,23,1
A043158,1,1,2006,1400,66,1
A043159,1,19,2019,1000,53,2
A043160,1,9,2016,1000,65,1
A043161,1,6,2014,1000,34,2
A043162,1,7,2023,2000,65,2
A043163,1,18,2016,1000,20,2
A043164,1,10,2009,1000,31,1
A043165,1,7,2004,2000,66,1
A043166,1,11,2008,2500,32,1
A043167,1,19,2018,1400,64,1
A043168,1,14,2016,1600,35,1
A043169,1,7,2012,1000,45,1
A043170,1,14,2015,1600,19,2
A043171,1,12,2014,1000,77,1
A043172,1,6,2021,2000,40,2
A043173,1,13,2016,1400,54,2
A043174,1,19,2018,2000,68,2
A043175,1,16,2013,1600,74,2
A043176,1,15,2021,1600,48,2
A043177,1,1,2004,1600,38,2
A043178,1,18,2020,2500,75,1
A043179,1,19,2011,1400,64,2
A043180,1,18,2019,2500,50,1
A043181,1,19,2017,1600,21,2
A043182,1,5,2008,1400,27,2
A043183,1,9,2020,1400,44,2
A043184,1,2,2016,2500,22,1
A043185,1,1,2008,1400,52,1
A043186,1,19,2006,2500,72,2
A043187,1,9,2006,1000,72,1
A043188,1,6,2011,1400,66,1
A043189,1,15,2018,1600,46,2
A043190,1,16,2016,1400,73,1
A043191,1,4,2019,1600,47,1
A043192,1,6,2020,1600,70,1
A043193,1,7,2004,1400,49,1
A043194,1,9,2023,1000,40,2
A043195,1,14,2020,1400,66,2
A043196,1,1,2005,1400,59,1
A043197,1,10,2008,2000,36,1
A043198,1,13,2017,1000,33,2
A043199,1,20,2006,2500,26,1
A043200,1,13,2020,1400,53,2
A043201,1,10,2006,1000,27,2
A043202,1,15,2013,1600,29,2
A043203,1,15,2021,1600,27,2
A043204,1,10,2006,1000,41,2
A043205,1,17,2021,2000,62,1
A043206,1,7,2017,1000,44,1
A043207,1,16,2018,2500,75,1
A043208,1,20,2015,1600,63,1
A043209,1,16,2023,1000,79,1
A043210,1,11,2014,1600,53,2
A043211,1,4,2007,2000,67,2
A043212,1,12,2012,2500,76,2
A043213,1,6,2013,2000,46,1
A043214,1,13,2016,1600,70,1
A043215,1,4,2020,2000,45,2
A043216,1,3,2012,2500,65,1
A043217,1,15,2018,2500,22,1
A043218,1,2,2023,2000,27,1
A043219,1,1,2016,2500,19,2
A043220,1,2,2022,2500,77,2
A043221,1,16,2010,1000,20,1
A043222,1,2,2019,1600,62,1
A043223,1,19,2022,1400,55,2
A043224,1,7,2012,1000,47,2
A043225,1,7,2015,1600,63,2
A043226,1,18,2023,1400,71,2
A043227,1,4,2015,2500,22,1
A043228,1,13,2020,1600,29,2
A043229,1,19,2022,1000,38,1
A043230,1,20,2013,1000,68,1
A043231,1,18,2017,1400,67,2
A043232,1,6,2010,2500,73,2
A043233,1,15,2017,1000,22,2
A043234,1,12,2006,2000,56,1
A043235,1,15,2023,2500,79,1
A043236,1,13,2021,2000,44,1
A043237,1,5,2018,2000,50,1
A043238,1,5,2021,1600,24,1
A043239,1,1,2010,1400,34,1
A043240,1,2,2013,2000,63,2
A043241,1,16,2005,1000,54,1
A043242,1,3,2023,2000,19,2
A043243,1,8,2021,1600,46,2
A043244,1,20,2006,1400,75,2
A043245,1,14,2008,2000,75,1
A043246,1,13,2018,2000,79,1
A043247,1,15,2011,1400,74,1
A043248,1,7,2015,1400,75,1
A043249,1,10,2022,1600,37,1
A043250,1,16,2013,1400,76,1
A043251,1,10,2012,2500,78,1
A043252,1,18,2020,1000,52,1
A043253,1,9,2010,1000,44,2
A043254,1,14,2008,2000,80,2
A043255,1,20,2006,2000,70,2
A043256,1,17,2009,1600,55,2
A043257,1,2,2017,1000,35,2
A043258,1,19,2004,1400,63,1
A043259,1,5,2018,1000,38,2
A043260,1,15,2020,1000,69,2
A043261,1,4,2004,2000,34,1
A043262,1,9,2018,1400,46,1
A043263,1,20,2023,1000,49,1
A043264,1,14,2008,1400,48,1
A043265,1,6,2014,2000,61,1
A043266,1,5,2022,2000,62,1
A043267,1,16,2022,1400,24,1
A043268,1,4,2015,1600,59,1
A043269,1,7,2018,1400,29,2
A043270,1,17,2015,2000,64,1
A043271,1,3,2004,1600,33,2
A043272,1,20,2023,1600,47,2
A043273,1,20,2020,1400,72,2
A043274,1,10,2009,1000,39,2
A043275,1,4,2023,1400,38,1
A043276,1,19,2009,1600,32,1
A043277,1,14,2019,1400,41,2
A043278,1,8,2009,1000,49,1
A043279,1,13,2019,1000,42,2
A043280,1,6,2020,1600,60,1
A043281,1,3,2006,1000,78,2
A043282,1,8,2006,2500,46,1
A043283,1,13,2009,1400,64,2
A043284,1,17,2019,1400,20,1
A043285,1,15,2009,1600,44,1
A043286,1,5,2014,1000,42,1
A043287,1,10,2017,2500,27,2
A043288,1,5,2012,1400,26,2
A043289,1,9,2013,1400,76,1
A043290,1,10,2021,2500,22,2
A043291,1,8,2005,2500,80,2
A043292,1,4,2005,1400,28,1
A043293,1,13,2015,1400,33,1
A043294,1,13,2017,1600,28,1
A043295,1,8,2004,2000,56,2
A043296,1,12,2019,1000,64,2
A043297,1,2,2005,2000,79,1
A043298,1,7,2021,1600,29,2
A043299,1,12,2023,2000,54,2
A043300,1,20,2008,1400,46,1
A043301,1,20,2021,1600,70,1
A043302,1,2,2016,2500,72,1
A043303,1,10,2007,2500,18,1
A043304,1,1,2015,2000,55,2
A043305,1,18,2010,1000,65,2
A043306,1,13,2006,1000,22,1
A043307,1,9,2015,1600,56,1
A043308,1,18,2014,1000,66,1
A043309,1,2,2009,2000,20,1
A043310,1,10,2009,1600,21,2
A043311,1,6,2005,2500,33,2
A043312,1,18,2005,2000,51,1
A043313,1,11,2007,2000,44,2
A043314,1,8,2008,2000,18,1
A043315,1,7,2004,1600,26,2
A043316,1,15,2004,2500,56,1
A043317,1,18,2018,2000,38,1
A043318,1,18,2010,1400,72,2
A043319,1,19,2013,1400,33,2
A043320,1,9,2007,2500,36,1
A043321,1,11,2017,1600,33,1
A043322,1,1,2006,1000,31,1
A043323,1,4,2023,1600,28,1
A043324,1,9,2011,2500,66,1
A043325,1,10,2011,1600,39,2
A043326,1,4,2013,2500,73,2
A043327,1,2,2019,1400,53,2
A043328,1,1,2012,2000,74,2
A043329,1,16,2021,2000,29,1
A043330,1,3,2012,2000,39,2
A043331,1,19,2019,1400,43,1
A043332,1,15,2013,1600,51,1
A043333,1,20,2016,2000,57,2
A043334,1,4,2020,2500,53,1
A043335,1,10,2020,1000,42,2
A043336,1,14,2011,1000,31,1
A043337,1,7,2014,2000,62,1
A043338,1,8,2014,1600,33,2
A043339,1,10,2004,1400,37,2
A043340,1,18,2007,1400,58,2
A043341,1,11,2017,1400,62,2
A043342,1,12,2023,2500,25,2
A043343,1,2,2020,1400,60,2
A043344,1,2,2011,2000,51,2
A043345,1,3,2017,1000,54,2
A043346,1,15,2015,2500,59,2
A043347,1,17,2019,1400,38,1
A043348,1,14,2013,1600,23,2
A043349,1,15,2019,1600,34,2
A043350,1,5,2018,1400,37,1
A043351,1,19,2005,1000,27,2
A043352,1,13,2006,1600,51,1
A043353,1,14,2005,2500,61,2
A043354,1,12,2004,2500,58,2
A043355,1,15,2016,1600,42,2
A043356,1,13,2017,1400,58,2
A043357,1,16,2021,1000,45,2
A043358,1,6,2009,2500,31,2
A043359,1,13,2007,2500,58,2
A043360,1,1,2020,1000,60,1
A043361,1,19,2019,1400,47,2
A043362,1,1,2011,1400,80,1
A043363,1,6,2006,1600,63,2
A043364,1,6,2013,1400,77,1
A043365,1,6,2017,1400,56,2
A043366,1,12,2014,1000,39,1
A043367,1,16,2007,2500,50,2
A043368,1,10,2005,2000,72,1
A043369,1,3,2007,2500,71,1
A043370,1,7,2013,1600,21,2
A043371,1,4,2017,1600,27,2
A043372,1,11,2020,1600,62,1
A043373,1,16,2016,1000,60,2
A043374,1,4,2005,1600,28,1
A043375,1,13,2021,1000,64,1
A043376,1,19,2022,1600,43,2
A043377,1,8,2023,1400,38,1
A043378,1,19,2014,2000,70,2
A043379,1,5,2006,1600,26,2
A043380,1,9,2005,1000,53,2
A043381,1,5,2014,1400,26,1
A043382,1,2,2015,1400,51,1
A043383,1,4,2013,2000,36,1
A043384,1,16,2005,2000,54,1
A043385,1,15,2021,1600,29,1
A043386,1,20,2011,1400,59,1
A043387,1,15,2014,2500,48,1
A043388,1,3,2017,2000,80,1
A043389,1,7,2015,1600,38,2
A043390,1,3,2008,1000,67,2
A043391,1,8,2009,2000,45,1
A043392,1,5,2012,2500,24,2
A043393,1,1,2020,1600,68,2
A043394,1,13,2017,2000,69,2
A043395,1,2,2021,2000,49,2
A043396,1,17,2021,1600,21,1
A043397,1,10,2007,1600,45,1
A043398,1,13,2021,1000,39,1
A043399,1,17,2007,1600,68,1
A043400,1,11,2021,2500,73,2
A043401,1,20,2023,2500,47,2
A043402,1,15,2007,1400,47,2
A043403,1,16,2005,1000,42,1
A043404,1,7,2014,2000,65,2
A043405,1,7,2020,2000,52,2
A043406,1,10,2019,1400,60,1
A043407,1,6,2021,2000,38,1
A043408,1,17,2023,2500,60,2
A043409,1,12,2023,2500,66,1
A043410,1,16,2023,2500,71,2
A043411,1,16,2005,1600,34,1
A043412,1,13,2022,1600,68,2
A043413,1,9,2018,2500,76,1
A043414,1,15,2016,2500,55,1
A043415,1,15,2013,1400,34,1
A043416,1,10,2021,2500,38,1
A043417,1,8,2019,1400,20,1
A043418,1,12,2006,1600,56,2
A043419,1,18,2018,2000,37,2
A043420,1,20,2020,2000,33,2
A043421,1,18,2008,1600,34,2
A043422,1,17,2021,2000,32,1
A043423,1,13,2014,1400,66,2
A043424,1,6,2015,2000,71,2
A043425,1,2,2009,2000,24,2
A043426,1,15,2005,1400,52,1
A043427,1,3,2017,2000,69,2
A043428,1,19,2009,1600,46,1
A043429,1,13,2012,2000,38,1
A043430,1,10,2005,1400,70,1
A043431,1,14,2022,1600,28,1
A043432,1,5,2011,1600,77,2
A043433,1,2,2013,1600,56,1
A043434,1,3,2023,1600,73,1
A043435,1,10,2020,2000,36,1
A043436,1,5,2016,2000,23,2
A043437,1,18,2016,2500,67,1
A043438,1,14,2009,1600,29,1
A043439,1,6,2014,2000,33,1
A043440,1,13,2010,2500,36,2
A043441,1,3,2010,1600,51,2
A043442,1,19,2019,1400,23,2
A043443,1,4,2004,2000,78,1
A043444,1,11,2020,2500,59,1
A043445,1,16,2004,1600,76,1
A043446,1,19,2008,1600,77,1
A043447,1,18,2021,1400,39,2
A043448,1,9,2007,1400,38,2
A043449,1,8,2007,2500,39,1
A043450,1,12,2010,2000,28,1
A043451,1,9,2022,2000,43,2
A043452,1,18,2013,1600,43,2
A043453,1,8,2008,1600,76,1
A043454,1,11,2008,1600,47,1
A043455,1,7,2007,1000,22,2
A043456,1,7,2016,2500,60,1
A043457,1,7,2004,1400,65,1
A043458,1,15,2020,2000,80,1
A043459,1,3,2013,2500,66,1
A043460,1,5,2022,1600,19,2
A043461,1,9,2009,2000,78,2
A043462,1,16,2014,2000,33,2
A043463,1,16,2023,2000,52,1
A043464,1,20,2009,1000,48,2
A043465,1,8,2020,1000,59,1
A043466,1,12,2020,1600,33,1
A043467,1,13,2023,1600,40,1
A043468,1,4,2016,1600,30,2
A043469,1,14,2004,1400,24,1
A043470,1,5,2017,1000,61,2
A043471,1,9,2021,1600,67,1
A043472,1,12,2005,1400,46,1
A043473,1,10,2009,1000,24,2
A043474,1,17,2017,2000,61,2
A043475,1,11,2007,1600,79,2
A043476,1,13,2007,1400,20,1
A043477,1,4,2009,1400,19,1
A043478,1,20,2023,2000,61,1
A043479,1,12,2006,1000,74,2
A043480,1,5,2008,1000,65,1
A043481,1,18,2012,1600,21,1
A043482,1,16,2005,2000,66,2
A043483,1,20,2023,2000,50,1
A043484,1,11,2011,2500,32,2
A043485,1,8,2004,1000,57,2
A043486,1,6,2021,2000,30,2
A043487,1,4,2013,1600,24,1
A043488,1,15,2017,2500,76,2
A043489,1,16,2012,1000,49,2
A043490,1,20,2015,1400,19,2
A043491,1,1,2014,2000,28,2
A043492,1,2,2018,1000,45,1
A043493,1,18,2011,2500,74,1
A043494,1,15,2008,1400,34,1
A043495,1,5,2018,2000,72,2
A043496,1,7,2006,2500,18,1
A043497,1,1,2005,2500,75,2
A043498,1,1,2019,1400,47,1
A043499,1,16,2016,1000,80,2
A043500,1,7,2021,1000,66,2
A043501,1,5,2021,1000,63,2
A043502,1,1,2008,2000,71,1
A043503,1,19,2012,2000,34,1
A043504,1,15,2012,2000,73,1
A043505,1,8,2019,1000,42,1
A043506,1,17,2017,2500,36,1
A043507,1,10,2016,1400,77,1
A043508,1,4,2020,2000,19,1
A043509,1,7,2020,2000,41,1
A043510,1,2,2018,2500,71,2
A043511,1,13,2020,2500,39,2
A043512,1,6,2019,1400,66,1
A043513,1,15,2023,1400,29,1
A043514,1,16,2012,1600,37,1
A043515,1,2,2016,2000,54,1
A043516,1,8,2022,1600,70,2
A043517,1,20,2019,2500,27,2
A043518,1,18,2020,1400,50,1
A043519,1,6,2016,2000,55,1
A043520,1,2,2017,2500,18,1
A043521,1,1,2014,2500,47,1
A043522,1,8,2004,2500,36,2
A043523,1,15,2009,2500,67,1
A043524,1,5,2016,1400,46,1
A043525,1,6,2009,2000,31,1
A043526,1,10,2022,2500,55,1
A043527,1,14,2014,2500,47,1
A043528,1,5,2009,2500,69,1
A043529,1,8,2017,1400,78,2
A043530,1,17,2016,1000,76,1
A043531,1,5,2010,2500,34,2
A043532,1,3,2017,2500,56,1
A043533,1,17,2013,2500,58,2
A043534,1,13,2007,2500,65,2
A043535,1,5,2015,2000,34,2
A043536,1,8,2007,2000,19,1
A043537,1,4,2016,2000,48,2
A043538,1,6,2017,2500,74,2
A043539,1,18,2014,1400,69,2
A043540,1,17,2021,1000,46,2
A043541,1,6,2023,2000,39,1
A043542,1,14,2004,1600,30,2
A043543,1,11,2019,2500,30,1
A043544,1,20,2017,1600,34,1
A043545,1,2,2009,1000,44,2
A043546,1,19,2008,2500,78,2
A043547,1,8,2012,2500,28,2
A043548,1,13,2013,1000,71,1
A043549,1,12,2006,1400,51,1
A043550,1,11,2013,2500,48,2
A043551,1,6,2009,1600,57,2
A043552,1,12,2015,2500,55,2
A043553,1,1,2007,1600,72,1
A043554,1,10,2010,2500,69,2
A043555,1,14,2018,2500,75,1
A043556,1,17,2010,2000,24,2
A043557,1,16,2021,1600,19,2
A043558,1,15,2008,1600,68,2
A043559,1,14,2020,2500,66,1
A043560,1,9,2004,2000,36,2
A043561,1,5,2021,1600,29,1
A043562,1,12,2006,2000,35,2
A043563,1,3,2019,1600,35,1
A043564,1,9,2007,2500,22,1
A043565,1,1,2008,1000,80,1
A043566,1,19,2015,1000,59,1
A043567,1,4,2023,2500,61,1
A043568,1,19,2004,1400,77,1
A043569,1,7,2016,2000,45,2
A043570,1,4,2015,1600,44,2
A043571,1,13,2023,1400,21,1
A043572,1,11,2018,1400,80,2
A043573,1,14,2021,2500,68,1
A043574,1,12,2005,2000,33,1
A043575,1,5,2020,1400,79,2
A043576,1,15,2023,2000,47,1
A043577,1,8,2016,2000,79,1
A043578,1,9,2021,1000,50,1
A043579,1,14,2012,1000,21,1
A043580,1,18,2017,1400,42,2
A043581,1,16,2021,2500,36,1
A043582,1,8,2015,1600,40,1
A043583,1,20,2011,1400,50,2
A043584,1,14,2022,2500,57,2
A043585,1,11,2016,2000,75,1
A043586,1,12,2012,1000,71,1
A043587,1,6,2013,1000,70,1
A043588,1,16,2016,1600,51,1
A043589,1,13,2004,1000,61,2
A043590,1,6,2016,2000,78,1
A043591,1,19,2011,1000,30,1
A043592,1,20,2006,1000,26,2
A043593,1,12,2018,2000,54,2
A043594,1,16,2017,1000,70,1
A043595,1,8,2006,2000,54,2
A043596,1,2,2014,1400,19,1
A043597,1,10,2019,1600,54,2
A043598,1,11,2007,1000,64,2
A043599,1,19,2005,2000,23,1
A043600,1,7,2005,2000,62,1
A043601,1,20,2004,1000,43,2
A043602,1,15,2004,1600,52,2
A043603,1,6,2019,2500,59,2
A043604,1,11,2018,1400,80,2
A043605,1,20,2009,1000,45,1
A043606,1,11,2011,1600,69,2
A043607,1,11,2005,2000,49,2
A043608,1,7,2005,2000,50,1
A043609,1,7,2021,1400,39,2
A043610,1,2,2021,1000,27,2
A043611,1,16,2020,1000,53,1
A043612,1,2,2008,1000,61,2
A043613,1,10,2013,1600,24,2
A043614,1,9,2005,1400,43,1
A043615,1,8,2017,2000,66,2
A043616,1,10,2023,1600,65,2
A043617,1,19,2012,1400,74,1
A043618,1,1,2006,1600,66,2
A043619,1,5,2022,2000,41,2
A043620,1,11,2005,1600,57,1
A043621,1,6,2013,1000,75,2
A043622,1,19,2004,2500,71,2
A043623,1,15,2016,2500,77,1
A043624,1,7,2011,1600,77,2
A043625,1,3,2005,1400,50,2
A043626,1,17,2006,2000,50,2
A043627,1,10,2019,2500,24,1
A043628,1,8,2018,2500,61,2
A043629,1,19,2006,1400,26,1
A043630,1,8,2009,2000,48,2
A043631,1,6,2005,1400,40,2
A043632,1,6,2014,1600,51,1
A043633,1,3,2014,2000,26,2
A043634,1,7,2016,2500,77,2
A043635,1,15,2011,1400,73,2
A043636,1,20,2014,1600,79,1
A043637,1,19,2011,1400,24,2
A043638,1,1,2012,2500,71,2
A043639,1,19,2022,1600,48,1
A043640,1,3,2010,1000,43,2
A043641,1,19,2023,1000,30,2
A043642,1,10,2019,2500,72,2
A043643,1,17,2018,2000,67,1
A043644,1,4,2011,2000,30,1
A043645,1,9,2016,1400,27,1
A043646,1,4,2013,1000,44,2
A043647,1,6,2011,2000,32,2
A043648,1,10,2009,1000,28,2
A043649,1,7,2015,1400,36,2
A043650,1,2,2022,1600,77,2
A043651,1,16,2005,1400,43,1
A043652,1,12,2012,1600,60,2
A043653,1,5,2011,2000,41,1
A043654,1,18,2011,1400,66,1
A043655,1,6,2016,2000,51,1
A043656,1,5,2017,1600,46,2
A043657,1,19,2006,1400,58,1
A043658,1,17,2007,1000,18,1
A043659,1,14,2013,2500,59,2
A043660,1,6,2008,2500,72,2
A043661,1,11,2022,2000,44,1
A043662,1,15,2004,2000,37,1
A043663,1,10,2011,2000,34,1
A043664,1,3,2019,1000,76,1
A043665,1,1,2015,1600,67,1
A043666,1,19,2014,1600,68,2
A043667,1,20,2005,1600,26,2
A043668,1,9,2014,2000,54,2
A043669,1,13,2017,2000,58,1
A043670,1,11,2012,2000,60,1
A043671,1,19,2016,1000,75,2
A043672,1,11,2017,1400,22,1
A043673,1,3,2012,2500,24,1
A043674,1,19,2019,1000,70,1
A043675,1,9,2011,1400,78,1
A043676,1,19,2011,2500,33,2
A043677,1,9,2016,2000,70,2
A043678,1,12,2010,2000,31,2
A043679,1,4,2021,2500,62,2
A043680,1,5,2021,1400,41,1
A043681,1,9,2023,1600,32,1
A043682,1,3,2010,1600,77,2
A043683,1,4,2014,1000,44,2
A043684,1,13,2010,1000,64,2
A043685,1,12,2005,2500,71,2
A043686,1,3,2016,1000,80,1
A043687,1,13,2013,2000,44,2
A043688,1,9,2009,1000,53,2
A043689,1,5,2012,1000,24,1
A043690,1,19,2023,1000,24,1
A043691,1,7,2007,1000,78,2
A043692,1,8,2018,1400,71,1
A043693,1,16,2011,2000,53,1
A043694,1,1,2012,1000,35,2
A043695,1,7,2004,2000,40,1
A043696,1,12,2008,1400,22,1
A043697,1,11,2017,1400,60,1
A043698,1,17,2005,1000,49,1
A043699,1,19,2005,1600,74,2
A043700,1,14,2008,1000,52,1
A043701,1,20,2013,2000,80,1
A043702,1,10,2007,2500,47,2
A043703,1,16,2016,1000,78,1
A043704,1,2,2008,1600,23,2
A043705,1,11,2017,1400,46,1
A043706,1,6,2009,1600,20,1
A043707,1,14,2009,2500,55,1
A043708,1,7,2007,1000,58,2
A043709,1,10,2007,1400,76,2
A043710,1,4,2008,1600,21,1
A043711,1,6,2009,2000,58,1
